Alpha,Cl,Cd,Cm
-90.0,-0.061,1.407,0.3551
-85.0,-0.183,1.3941,0.3428
-80.0,-0.302,1.3664,0.3295
-75.0,-0.416,1.324,0.3153
-70.0,-0.523,1.2676,0.3001
-65.0,-0.622,1.1978,0.2841
-60.0,-0.708,1.1156,0.2672
-55.0,-0.781,1.022,0.2494
-50.0,-0.838,0.9187,0.2308
-45.0,-0.877,0.8074,0.2113
-40.0,-0.895,0.6904,0.1909
-35.0,-0.889,0.5703,0.1696
-30.0,-0.858,0.4503,0.1475
-25.0,-0.832,0.3357,0.1224
-24.0,-0.852,0.3147,0.1156
-23.0,-0.882,0.2946,0.1081
-22.0,-0.919,0.2752,0.1
-21.0,-0.963,0.2566,0.0914
-20.0,-1.013,0.2388,0.0823
-19.0,-1.067,0.2218,0.0728
-18.0,-1.125,0.2056,0.0631
-17.0,-1.185,0.1901,0.0531
-16.0,-1.245,0.1754,0.043
-15.25,-1.29,0.1649,0.0353
-14.24,-1.229,0.1461,0.024
-13.24,-1.148,0.1263,0.01
-12.22,-1.052,0.1051,-0.009
-11.22,-0.965,0.0886,-0.023
-10.19,-0.867,0.074,-0.0336
-9.7,-0.822,0.0684,-0.0375
-9.18,-0.769,0.0605,-0.044
-8.18,-0.756,0.027,-0.0578
-7.19,-0.69,0.018,-0.059
-6.65,-0.616,0.0166,-0.0633
-6.13,-0.542,0.0152,-0.0674
-6.0,-0.525,0.0117,-0.0732
-5.5,-0.451,0.0105,-0.0766
-5.0,-0.382,0.0097,-0.0797
-4.5,-0.314,0.0092,-0.0825
-4.0,-0.251,0.0091,-0.0853
-3.5,-0.189,0.0089,-0.0884
-3.0,-0.12,0.0089,-0.0914
-2.5,-0.051,0.0088,-0.0942
-2.0,0.017,0.0088,-0.0969
-1.5,0.085,0.0088,-0.0994
-1.0,0.152,0.0088,-0.1018
-0.5,0.219,0.0088,-0.1041
0.0,0.288,0.0087,-0.1062
0.5,0.354,0.0087,-0.1086
1.0,0.421,0.0088,-0.1107
1.5,0.487,0.0089,-0.1129
2.0,0.554,0.009,-0.1149
2.5,0.619,0.0091,-0.1168
3.0,0.685,0.0092,-0.1185
3.5,0.749,0.0093,-0.1201
4.0,0.815,0.0095,-0.1218
4.5,0.879,0.0096,-0.1233
5.0,0.944,0.0097,-0.1248
5.5,1.008,0.0099,-0.126
6.0,1.072,0.0101,-0.127
6.5,1.135,0.0103,-0.128
7.0,1.197,0.0107,-0.1287
7.5,1.256,0.0112,-0.1289
8.0,1.305,0.0125,-0.127
9.0,1.39,0.0155,-0.1207
9.5,1.424,0.0171,-0.1158
10.0,1.458,0.0192,-0.1116
10.5,1.488,0.0219,-0.1073
11.0,1.512,0.0255,-0.1029
11.5,1.533,0.0307,-0.0983
12.0,1.549,0.037,-0.0949
12.5,1.558,0.0452,-0.0921
13.0,1.47,0.063,-0.0899
13.5,1.398,0.0784,-0.0885
14.0,1.354,0.0931,-0.0885
14.5,1.336,0.1081,-0.0902
15.0,1.333,0.1239,-0.0928
15.5,1.326,0.1415,-0.0963
16.0,1.329,0.1592,-0.1006
16.5,1.326,0.1743,-0.1042
17.0,1.321,0.1903,-0.1084
17.5,1.331,0.2044,-0.1125
18.0,1.333,0.2186,-0.1169
18.5,1.34,0.2324,-0.1215
19.0,1.362,0.2455,-0.1263
19.5,1.382,0.2584,-0.1313
20.0,1.398,0.2689,-0.1352
20.5,1.426,0.2814,-0.1406
21.0,1.437,0.2943,-0.1462
22.0,1.418,0.3246,-0.1516
23.0,1.397,0.3557,-0.157
24.0,1.376,0.3875,-0.1623
25.0,1.354,0.4198,-0.1676
26.0,1.332,0.4524,-0.1728
28.0,1.293,0.5183,-0.1832
30.0,1.265,0.5843,-0.1935
32.0,1.253,0.6492,-0.2039
35.0,1.264,0.7438,-0.2193
40.0,1.258,0.897,-0.244
45.0,1.217,1.0402,-0.2672
50.0,1.146,1.1686,-0.2891
55.0,1.049,1.2779,-0.3097
60.0,0.932,1.3647,-0.329
65.0,0.799,1.4267,-0.3471
70.0,0.657,1.4621,-0.3641
75.0,0.509,1.4708,-0.3799
80.0,0.362,1.4544,-0.3946
85.0,0.221,1.4196,-0.4081
90.0,0.092,1.3938,-0.4204
