Alpha,Cl,Cd,Cm
-90.0,0.0,0.6,0.0
-85.0,0.0,0.6,0.0
-80.0,0.0,0.6,0.0
-75.0,0.0,0.6,0.0
-70.0,0.0,0.6,0.0
-65.0,0.0,0.6,0.0
-60.0,0.0,0.6,0.0
-55.0,0.0,0.6,0.0
-50.0,0.0,0.6,0.0
-45.0,0.0,0.6,0.0
-40.0,0.0,0.6,0.0
-39.0,0.0,0.6,0.0
-38.0,0.0,0.6,0.0
-37.0,0.0,0.6,0.0
-36.0,0.0,0.6,0.0
-35.0,0.0,0.6,0.0
-34.0,0.0,0.6,0.0
-33.0,0.0,0.6,0.0
-32.0,0.0,0.6,0.0
-30.0,0.0,0.6,0.0
-28.0,0.0,0.6,0.0
-26.0,0.0,0.6,0.0
-24.0,0.0,0.6,0.0
-22.0,0.0,0.6,0.0
-20.0,0.0,0.6,0.0
-18.0,0.0,0.6,0.0
-16.0,0.0,0.6,0.0
-14.0,0.0,0.6,0.0
-12.0,0.0,0.6,0.0
-10.0,0.0,0.6,0.0
-8.0,0.0,0.6,0.0
-6.0,0.0,0.6,0.0
-4.0,0.0,0.6,0.0
-2.0,0.0,0.6,0.0
0.0,0.0,0.6,0.0
2.0,0.0,0.6,0.0
4.0,0.0,0.6,0.0
6.0,0.0,0.6,0.0
8.0,0.0,0.6,0.0
10.0,0.0,0.6,0.0
12.0,0.0,0.6,0.0
14.0,0.0,0.6,0.0
16.0,0.0,0.6,0.0
18.0,0.0,0.6,0.0
20.0,0.0,0.6,0.0
22.0,0.0,0.6,0.0
24.0,0.0,0.6,0.0
26.0,0.0,0.6,0.0
28.0,0.0,0.6,0.0
30.0,0.0,0.6,0.0
32.0,0.0,0.6,0.0
33.0,0.0,0.6,0.0
34.0,0.0,0.6,0.0
35.0,0.0,0.6,0.0
36.0,0.0,0.6,0.0
37.0,0.0,0.6,0.0
38.0,0.0,0.6,0.0
39.0,0.0,0.6,0.0
40.0,0.0,0.6,0.0
45.0,0.0,0.6,0.0
50.0,0.0,0.6,0.0
55.0,0.0,0.6,0.0
60.0,0.0,0.6,0.0
65.0,0.0,0.6,0.0
70.0,0.0,0.6,0.0
75.0,0.0,0.6,0.0
80.0,0.0,0.6,0.0
85.0,0.0,0.6,0.0
90.0,0.0,0.6,0.0
